signature,sent_slot,confirmed_slot,time_to_send_in_millis,time_to_confirm_in_millis
3PnrMfm4GPincfg7Ecst71d829k1qfS98g5pDq1BZxUi1rae3Ts8ZzPCqcXJPBhPkvTSFWQAE6aRuCZU3SsMsRYK,232084,232091,0,3688
2thSkrWUXLSDgubwMd3ocpfjnv3qQS9NyZxD1TXYTi3BuHEGhiR8kUXhw5yMrniYEY15Qc48DjRChrQPfY9Vu2QJ,232085,232091,0,3511
2rY3gAUknxiMPpqvW1BL2HcKnfwdkYEN2PYU7rE661oNpxyiXCTjCDg3cwtSp8k2Kw7TGVa6XGncvvmjH6fbWbxb,232084,232091,0,3660
2XLws4G29YuMD7VRSa2N4xugpucLiubNifDExZc18ezvuWFtiFwRAdb1A8bkfRqFw5boqWqpG4Yrcr1vtKHBP2DS,232084,232091,0,3683
QhYVpGQkKvL18hn9xmMfzYemAjXTF1oeYGqz36X3DVq1C6DD4vfituQF1bdz6XAvie3y6w84reZJpLfgDQBFm1f,232084,232091,0,3675
2rxeQcoZWayXwuFwoyEdaZ4TicAq9M9N4KCe28TGELYehWou4ViokKt492aLbKJXmMJQfQSQogNAUGgb99dN7nc6,232084,232091,0,3665
4miA37yQab5iJoSeo393RmJudv5Jza9iGrB2MwfZDCEafYnXYCq74Xzi9x8AJm5DtCBKKF6NRDwCvWYkVMw5dEME,232085,232091,0,3471
59YsLd69viEYVpYKFP336FGXNnLqdD7mRx7E2qy562ZP5ZrQ1MjgPUG6fUWfsfPKwrVyCeE1w3MYDrHFon8RxvHv,232085,232091,0,3354
4zQNi7JAN7X8qNWEbgkkk6ix3xFZU3PRBa11W5ST5TZRjoSnzTZBejdgW6RfiTvGdwp4BWT55oh7HrKkH4NA3TGw,232084,232091,0,3705
4huddf8DwXyBfeKgRkpLsKt98bgYYj2M9r2EbekZUwa2KRyphEVgagYvDU8CzwdtvUPXsPKc9Nifpj7WCNvt9pEg,232084,232091,0,3668
5n31MB9uYVfAdpSC4SMBq76V7x1NdLUWgBBq8QLBZH7s713P8Wmrj82s7NCFVGpjeTXwQGxWiEY69aEPsjf4JS2j,232085,232091,0,3311
44a9KaDp63nsExBh4VLfs52LUFndEfrPWqarDRPmgscwUWi9dWFairgXmaqMpDhaQureHpTyQg2BY4aJsQYqKAg3,232084,232091,0,3787
2rqB8qz5HwCcKqdR1qneTf7bbEYphwh2VCygdY4uQ1bSYCwJWWX5KA5ZPSyWm5FBCSCRn4C5vqQ4qGQYLPZATkno,232084,232091,0,3703
23pUNVwToNZ67xqe2hiWm2gQ1cZRYPBRnN9UYeXKtsUtYrbJ2BvCFSFUvugCDkuRyjdGsc3fno6VKCkqUTxsa7Vj,232084,232091,0,3669
5XwQ9L6UMaNcrYkB5BVXWu2oKYdJh8CoJC4GnhJA5YjakEtny1isve6wrpnHS38MQByAES7FAQw9XWpZjpjB1k6w,232084,232091,0,3685
5324Xh6bTbXbCs4Srbm3wSepCDyV5x9QDD6cmvxwtWU3SZpX1ya5jRuSSPak5MR2UTG94ESAiNzrs8SmSimpj7R7,232084,232091,0,3654
4LczHKoWQZFSoYpn4HLR5RtCcZ7JdLGy8S7wpYSoLfZmuFvLKatfNvjfHJPfjQU3291EmFDvsFXyqb41RuEwzFxq,232084,232091,0,3664
2pvXdAWUCxWvdmjqy8Yyw3SoXK221WUVvkdTg1wBsyBTXGXz5KeCFXQeeqyWrnUgN215mfYHWPRqhKWWWRy9RLov,232085,232091,0,3452
4t7VxWeqpSgtrkGA792wCeRcFtXpn8VsuJrpMdk8jGKeUBzDFSoZq1iPFV6V7MYg2cVGnUoKviZNrqRCpCNEFmVc,232084,232091,5,3706
Zi5G14bQNenJT7bocPj44yLu7mb9hUmnzjx3BiZQ9NhDQiVb6FjEvAP8pa85n6ji1niwNGsoBVNhGVZWsWzScxL,232085,232091,0,3539
2zEzpEbHpjUDGxKD19rdUmMdcPmeVXqmWb59cBnLau8yoZTtLZmELQBSrHB2aZNmFunNLQHjzpkLbGwau4eKeMR3,232084,232091,1,3645
3JGGDjvq5o6gYB6hNDi6yCmga1831uEzRxYM9j9vWJCAQwjuYU7M8pyy1c6XVAd8khjxRvcTxfo5HUuLeG8P4EWb,232085,232091,0,3479
3CsKxwTsjRv8BXiNKsqEDbpfjQzsSFS83TLnCAqGqnYHf2T3RC5PMXbLuzB8ZjWFdXSHknQuCY2A19NqVA9SvkXM,232085,232091,0,3308
W1Jm7toij8mxjhWgqFhLbgQdUHj5p6gPXYyjGMXphcU3dsdGwBeNTBQabA2QxezWUpq2qjoNW1hBAL8D37diwLy,232085,232091,0,3351
3xSs9tUDB2g4bnBLARv6AWFtheHJsyGjYCv6RSjAYCoaVi4FcVPJwQUTqNZAiUPzSi32nCcBJhZghhdLkUQDYeRi,232085,232091,7,3402
2vxEVrhzQz8e2XBbYfgeK8JECTCuqkYwLMG3WpZZkkN7pgRBwMyvxYiY56HKUK2poaUJscF1s9z5Zc1Wms9SQZJ8,232084,232091,1,3653
5q2VSsC1385DtuL5KTcUfFEr1hJQdABQDpDpA72FETCFtKzEDqq6qXH83SMXCRtDqV5WFNGt1FtDZj6sX63a2pS9,232084,232091,1,3684
3poZ7bP1Qc27k5WafTNtbXcY7fUmP5oJhaGNTFWEaoBpiU3sJPg7kYdTDhAF9fh7Qvv8qtoNyXsT42ySBZB7SxHb,232085,232091,0,3478
2hCih9MPLZARV25g4oQxV6tDFRyv7359oiMFNbaMx9dC6DXAiZjXTYhfFVMpSFX5uVS3GdTUNfYRpevc2z1ZVTUf,232084,232091,0,3664
3wJVrYyD1jNbaUJvfZei7QmWcanAxiKHfeLbbreHPfWjrgTkb9T38ELr3L5GGRY2mycFGacpAGxnDtqtpxoiKRnM,232085,232091,0,3362
2LbyZaybU5otmZUWqeagGU8p7URYnXA7cTWKrc7in9MukNzH7bkt6hsvwHy3EDuQ2SFdm7BNBMbDuojz6FR55gS9,232084,232091,7,3592
5EhPrS8q3ZToCwwaUWqXB7Jq6y3juUDdkBdMiK1eJLi82ipNeCNQXGNhsoWvtfd1zvquCFi1M1FnW99LnW3wkygx,232084,232091,0,3630
3hwxXFkQ1XtAtFSW5SUH68W8VKnTLEeAxxeKAGNir35SYoCZrvENL13AWU5qJ4CarftdxWWiv4kKJZuiTbEXVJkC,232084,232092,0,4281
5Lb2WSx6RKhgXvPSU5GWRLEHcvFP5LopT7h4oGGo7S5RYwRBz1VnjJmgHQR9k4jQTNq6gWnknhHpgRAF9xD9kDbi,232085,232092,7,4143
5P1F2VtdCkaQeHDgCCNYRNaE8zkcqPy8kNzQHzbgXFUUxh5fhmrXMwxvhZHPTfGRCWXHSw3hZuiNPxjhJZ58mcWt,232084,232092,0,4376
4H8i1krG92YNqwxbegjgw44psZGKPapH1HzLp75iD92fFko6aWhpDswUM9an1mettWpQot997twsYbtqbM1SYmZi,232084,232092,1,4279
31CfDzp8j3SF4Rww6GVdRv5K2nVQRHHCa3uRAcvCVzMjgK6g1QTb53TfGtyhiqAPE4RT3UXPeVsiAfomdZvxMZL,232085,232092,0,4045
494d3dpWDnZ7AmwcDxn7oQPZ1LkpdDnWwVw2rbVtMjMJyzps7iNCPWJJ8jffHkFN3mNjEeiUzkRkCLRu2QV7DPgZ,232085,232092,8,4034
5NTdTPPv9ZhGLXJuomkWVMACD9kZf8LWoBA9Jtw1xXqtyZFzwtBzUaSEpcn2SXj4jyhULsf6aq31914xKg2i6RgP,232084,232092,4,4379
kLhqetJAyZxVgc3XUsbBdCznW9TBZAQ5x6W4ULuh15Myr5R4dhbanDUwri9h4Y1kr2xRjnzzDMKpDXrWZhp2d2Z,232084,232092,0,4308
2zaBiVSF8U2VUzasbhcmiPKeUXtFhSbmZo1LZsuMDoDD7GYqEW7wTCzE3btyJVCXzYzKUEzSJJwRT6nB5E4bnUqS,232084,232092,0,4395
4c4mqbWybhVvsVBkQJVqHWMDN4ZzvciZkv9CHRiFKvL4jbxCvDm6a1zBMEp6AqAf62GxHgVeezEt7TXLoJ1cw86F,232086,232092,0,3475
4m9SzguC99RE37yPqLhWhAno5E6j41hAfQhWVAFhYtzNdCXCh1W4L8LmXasNeMwUAP96vGhQSWnWrRZq7p7xzWvS,232087,232092,0,3039
4SrBCAQzVi7gL5uNe4Mxo2Hvge6GQRChu5cEwXAHbdZyRcULUXxSDZivHUBUxcRy4ponU97tphMWyQkUgFgEtVqG,232086,232092,0,3515
4dYixjFbd166GpiC1n44sbFEm2FRPKt9KwrTTd3zWUmBWzgheiKr2fmWZQBqX54eE54LTEphAt3g611s4XFn4KRC,232087,232092,0,3158
7Apsf72yH7txhfCvvtFc93vQT9RUB4pQ36WUZkJHHijqjLSZUNH2zk32rzJ57rwjfJFT9BUP5qbMrGZ5AGUr6iS,232086,232092,2,3327
Vx7QYG8VNJLLHXwiNKRjCtkyWXBwxCQemC4tT9VtGqvNMAW2Z8iXcZEzNgzuxtMFN6veRZth6ZqqaoRTHCeEmCZ,232086,232092,2,3414
2QSU6wyAWuEtZHfjHm4qRboquUxL5Lf4aHxFyFVNcJpgtrUkosggaqBwvtjTYMKDxZYYTbv1aPQ5jJd862kUXvtE,232087,232092,0,3215
3hNYqXT3nGrPwckNe8XtYouYz6rD5XS9H8VECK4Nkm2Y3YEaKPeduZ2sSVvk3P8Zji3phbNJhD48yoZEeP8G6gGC,232086,232092,0,3526
46moDoTTfY6PtMr8okHwS7MdHRGoMDrW8ToHSfVGrkEzZC6SVMVctTHiyeiwgtPq6d56eyfpmF9T9RszkMWzUeVU,232087,232092,0,3160
3GCTZgAtYjDNGJzuTCwVX67hXUAWShm7UZtESTNjC1uLd6m9UpmZJTUGqWMgtadvrioXeivZsPWX6iRhMwimtNQ7,232086,232092,0,3335
xscNB77bQz24L1XRH5q82GQX7f6NoLdtJPvEuwbStYBMKzxDptMBn38mib9tsuaV6AUp2qVZtwYg659qrXBhs1R,232086,232092,0,3391
54hiS1Kbf5R4BgePD3oauxUJfWdi1tFvk4MReQTsGhAaorq16Q7S2VqGd9KAH2zsp6ynucEwwRhRzTQ9Ky5FzaPV,232087,232092,5,3225
4vqYQnhmRYVBXNaYtSMQmVbRmFyHMZfParQ9LPXMNyTf7Cpp5kcpXTKuBn4XqQcWPJB2Y8NC2ejYSAqeFLs5zKs3,232086,232092,8,3344
2sL9mTUgukghxpYmrJinSV2717onn2NL4Rqdhza5adCN7hPWz44ttRB8dERzi4hE9G9f7c3gKJcbpMKssyCAJygy,232087,232092,1,3189
57GajKZgHYduUpww9LiTav3ysgdQ1KPXiBxpRFPGYwZi3L2r2WEjfysFBZCNj4PuvLmb3b2cxqVX7f4yBp1iA8rv,232087,232092,7,3126
5KoBaQFWpmobxiHmrFA45NBTVXdvc73Kj7qXufqy2dm916H9BzMp8m6Zr95JnMH432tWK5yHickLXBzDBEFrXGEv,232087,232092,0,3121
55RHhkFppBgTMUMzH2nB447GFvH8vENqZb13X1CmVBnJFjBBUw5S24ghq4vVP45XNkxZ8prqRmTqro5BgYVJTAXK,232086,232092,0,3313
5EP1hrC7HeWrtPiYUNoqNCgRzHpuWLXKS31a4EmS8hVZ2kLS2n574Y8PGPuhtuqPkTPVcCp44AkUY73EUSq1DNBk,232086,232092,0,3403
wCL5AuNX3CamHS9q6bakhuaMjmHGzRY3HbY9igPcmnvCs8hbeUw2mb79XjpEKSxYLG7K3fykfgJhSZZ6Kkcgr5E,232086,232092,0,3520
ghHtHsdmFq6Bo9ANvctAmqNAiNMHZAPVDDrmwkXwj5gcwYSTJgfY9M3wTG3LkaupDGYiE4t1AyHNZCu4ookM8Bv,232087,232092,0,3004
3RGo5NszEqc26NykXEWo8aDZixcN5nEGvmYyxKcQz99MpQ5fh95MCVe1GzN7zXXCxs2DrTojeXaLqknwSLCccxxJ,232087,232092,0,3107
5ERgFV6EtPuHBPrExWEp5zcnTvmvdBtxidYFAykxHKWKjWGacJXcVtyVz9fobxpBqTq6BmLWFU9VfWhbe9BVep1b,232086,232092,0,3521
5ezkdAXuyDbLXPaot5Rsd5fer3EUxN2zrcPdEjngJBqnvG6xSNMDXTTiCxaVU4er3herVfqeeByyzxjf6B4aaYjJ,232087,232092,0,3004
5LoEQqN8JBScUD5HeCBnuvhMzkSWkYH4CAdodRm2cDpUEEhMVoMQj31c4JAM7Lw7iPLGLaydvLpB39s2a91FeKdt,232086,232092,0,3387
4FmbXK98L6D6CTarCFy6UwPZy9tm1nDMfP2uzm4XhSsepHXCuz3bJNrLNWwLmkaxVTchjkqR7cArdi9ZZvRJEV8g,232086,232092,0,3518
4KPuPp8VWsadcFM94YueL5DYWwUWwE3BVoj2PUDmZRGjBCAeEZycYh8JQ4gfgoivb3at4qQo1aKXnsH6c53DaP2N,232086,232092,0,3522
3ipEtmPoVKHwaZmvnJdKX3JbwQYFepCgcsPCu6C27rQyhT5JGEMtHqM8Js3sLGzPCSMDT4a9Es8Uyu1a7ohYAmmA,232086,232092,0,3523
3y7YDWUoJBf9nogXuwvr9pic3SJDuX9Hzv47WiDJeXAdKSi8rrPNeYjQHnSdmgeeJtJvnXcYG23NYwDSMdE9ZL8X,232086,232092,0,3330
29X1oWsaUXjXtfYtJMPvcFaZuviQgUBqEYm6ZsJhG1ay8SesX1LB2knmXnjidvWnaNj7usk3XdEfjjkL4Yt1hRQD,232086,232092,0,3524
2YCrEF8awNHLrcxhCxxDQu71B82Up9vxWq98sfCzGKG74JW8L7snGgW28pfKMB1hN2wR6PDhR5FtuLP9FpHYoaVs,232087,232092,0,3119
48UcqmHw6JdxzdmNsAhoDp6FzcHJnTzDx9MTfRG12UzD4UDj1Qzd8pPgaYtixEg6JxAfommJ759djFt4BmZWQyHe,232086,232092,0,3525
3A5fL45xEYi7aA4CXB2U6HGqJiEfooqMuqkXNWv8QXqgyHdh3HoxhG44x4vNVdoDddwEkMUMZ1e4UVvStt2rCSg5,232086,232092,1,3290
VSb21o5kbC6yckUGcojiArnKdymkjygWHv8dunqRRdH2nzzoqJXMGGS4oYoWub7PgqMLFRobqwwjNKYj2RRXz3T,232086,232092,0,3514
2351X2Zb5seApxaPFW3uf1BfbHPooG7hgmafipGgfF11TeEyP2eYibpXEGzi3LgFb3q9bXSnbBE3h4VwgBzjKd9S,232086,232092,0,3307
3PUqW445BP5yoJCK38NGbnbZpBqrcjSeGq3eEi6srCXBYfZ7Hj4C1HZxuRovuh2LcFj5sFmGVGdtMajupT59egWy,232086,232092,0,3517
67Wr3z3oStJD8u7hsZV8EnVk91Xz1pwVkqBHj3gteGTX62VjeYBeuJnUeQgadmA6LE7mTauMPQAa8kezigf41ca,232086,232092,0,3523
5p8Zm2ffYb3BM4JVsy9aMjdBQRYxhiGwkxaWQzQHZfhACn3hcBB7RvsKY9eqvAAeu4Gge6v9VadeJ3Hz1TE3nk1x,232086,232092,0,3527
9NT59DEYdGDizCyWm8ztbda3q6vKGND1k9sgBD6mamwXviA3Wq1fMpjcmtftnJHyr3SrMWHL7iKXyBh9tbZfW13,232085,232092,0,3974
2ZkcaCB7xm9joj2skXtUU6cDiqs42DUuxYNGgEWnvWzFZjtEdJouNCPaDpQGXLtrHYwa1CTnLbFkQN8ZkgdMFWfn,232085,232092,0,4139
4TWNvw3w175kNt2NxxRT8cdDEAfzuJugzGoftk4ZzCcD1Z8hpsacpy6CcjR6v6TL4Z6BhsT2BGT8nbCcTjmUE1B6,232084,232092,0,4331
3ToGUdpeSQEyUDU8HcGZ3zsVzybhRWDFJTmAUqEA6rQUFqQdApfcJNhDpgQpKo8oqTiDuR3bYdW2pbj2n3ah62kz,232084,232092,0,4327
4DewhB6G2L1cuiQkR6gPuERfGkCpHd3EJrqWpjukJrXGhvv7QAvHAeQRkoFANciLcM4QyFS6XuMx2zjQusJLFpqE,232084,232092,3,4421
4svMt9WdKcJt4V1dGbmKF46nzevhSsuReCFJwjXYYz5zwdNXF3xayHzHEXBy3goihDuaiapsJpCcxMSmaLGvHZAG,232084,232092,0,4335
uCFXcAbFKUwi9YKmmqA5oLLUMeiBLVfvqFnTBBfrp5p3ZVzkmqXH1QFNeseii5Ai8ERXroiXCnGtCzkmaHFsZtD,232085,232092,0,3975
2832nyLjYbSMM7oTP3kxaWk6etzyG1aY9FZtuqSdgxhY3URG2r7tTHCY12KrdZnhqTuu8Qm7Zxy11AnJaHrgzEb5,232084,232092,6,4288
5gBntEY5vCXLKeYUVUdggUWwBMSRVLmjEEVLrPE4aztA21FEJDmraDHeVXn2npTa5J8wh5ukDJXLvm5qjVUEfXrT,232085,232092,0,4156
jDAwdFFZ5ZPZ3A5sHkjs6WcN4mcCXCheQStVkTYe6coizGPxmaU7BwroAxWGDdCEDWYmfpqHJ9EMkcFXu3x4dNM,232085,232092,0,4152
3mPkYZYAEXM1TssWv82sfSShpyfoAbDz4BAZkwxSbabTqkr15MXG1gikALntEWsfUyZgNgGSmZGsJc6Ls7BhKdqC,232084,232092,0,4333
5q4hCDKngRVYnKSYqvsaxJ16RGUAf8JTm7T8P6xkE2Pgst38FE9iVTRV6hVRAPnks9u1YScVxnBNwAD8z3PVLXwQ,232085,232092,0,4157
2w5KXS2hWyBydYWiwmjjWg9peCN73uPHLYfohMLoc4izpQBE1Lc17GTfaD4vorUih5RQ58pvXtMg6NvB8t2ePjsd,232085,232092,0,3968
4QkT9SwCYzFNsRdjvRhjvLBNAaFgaFwPyWBteKCRpuiqUcyha8xmjA3Z84WgXARb6r7fnAJZqTb4aUHEWsHzqY3Z,232086,232093,0,3946
2kn82CVzH2QFDx5jRRZssywHrwQEGY4o1AeYwpo6Xgu5RnjKqxyHQiuppP1QgvEprJ6Ez59AhZve2MpDRLDFmMUa,232086,232093,6,3925
4t93nbCRi2zCoSMyBtoV14h42ReNNpA5jq3LLzEHB5pcN9cTwRgjYTidU3niD5i8HyYtnjde477ZBEpLb786jh8J,232086,232093,0,3768
4JPtEG4r5W7raxw8D2ix8f2kmZTpXeSrvAFwT9tyiytyL9XaiX41Xnt7yJBEwVUSN5ikEioqMBZjGKdeyA32bu4r,232087,232093,6,3633
1284329GKD5fu1s1fmHyEvEgVHtmzeaG3aUwx8zQNbFE1Kddi3YuLgsRhKZZm7KB1hSwFMaiZQDaMZtGQ6eiTxHj,232086,232093,0,3912
59Kg9JrFHWBejYazCHBJKy4pj8vEEuaFCs4MZKnTEtAsQ9aHra7n2NoK8m4CgK8AFsZDLvXLfYeyC661HHbJyRxd,232086,232093,0,3837
3E1Fi7ux6VfGFtp4kZonb5QAiXZdBUS1usxiU6G1ntgCQKCMoMbxLF2vRKR76p74JTEBRTyW11TSBoFnHUdNxrqY,232086,232093,0,3833
5cNyqyKXLoQaAze77UDqGjXUDbuwYdCmmYDYco39oSWuwTkAo32xkqa8wPHQr8fyss8horZGhWUoZfQqtWTe9QFH,232086,232093,0,3808
2WLW8oDon429AwrEjg4N9ThzbymV7g7ct7TZyU8QWJLY3qbDEH6yGkTTbiAe8kUEzE3eFWrzsKxbvE8SuwM6norZ,232086,232093,0,3761
2JJJ5a6fwJ3rRicEMiyD7Q3g8mcFvEcUacV7UBtJxmDwGcpqxWApjdohVVutAYcoNrTnRfURyHEvDwbBuNrtdNFz,232086,232093,1,3934
hsRHYdUQ9QXwY2XNBAnhGvhZQ2XKoX5iuXrNK31RakfbntcE3AAazWCxugBbuc6sG4Tujr8EsUckMiumgJaCKiL,232087,232093,0,3625
3Ygez7LyaC9c3xi1sKYd8DnsXCezezJLii9G65wWvLEhKneY1SGrUk7cK3tCtTciHc4aaECNX2vtS4NxDPWQSY8Q,232087,232093,0,3474
N4TGBM4kLCcM69gFuHkEgFGJuQMAtr3mBchgJ6aGuPLKUv7mBHcbxWdzkAxCnaFfJPEasPTiR89BTne61FMWJ3e,232086,232093,0,3839
2E6FNMfJ2B2QqCuGpww14gJnbedD2uY5p4dcoAu9jqsWZojHqGv2kKNeockoWePyF8NuDKAWBdiCFWmFdd6j5A72,232087,232093,0,3437
349YJ8aU45WXkRxyUzDbZYHtr1GE7Yj2dit2xtpB1Lj4nggjRGvbPNxgzTnzpQFdNW6pwXAkgx7EVUDxiTkDguqR,232087,232093,0,3549
2vnQpKUT3FoRwA36vJFCFRquSU4PQsra2JjpuYcJyUuMSgHz4rZAH7AZ1mdgfbg8UkGtHvyFVPGp3gCPwM9idbTs,232086,232093,0,3829
4gE3pYsmiawVAiruVBRiLyE7Rd347LP7iw8GBtMjH4Hj9FeGsC7DEEoqfbrgkoSVAWVpTPMiKKEz9DRAok9YpxdP,232086,232093,0,3946
228uiSmGjQ33koZdH6GXxDRbaJtNoZQqJJ8MXDyjkR9M9gCqY1TrupUyXSGwzd4mGZrJQGHYtJoyjKVwYB9xxCx2,232087,232093,0,3594
4kuPM9HejFHNmXKiyHh8t2dTwh3dq24TVnQWEt8hH7pZzaT5r5yyg6PYqquFn8uMBCaGXet5mHUMHCsSJ3FQwUah,232086,232093,10,3858
yQZpBZDiHtJUGx9sWhJjzDx5PK9o8haS6ghgb4eFXGdxKSE52uj2YsiXHbeT1bHzJy7ffNJbhfHQtNM1dVCQzUe,232087,232093,1,3573
2oGAuRkhi6W4aQfCTEE16q3hoRCqqYpA4o2hXX5RKb8SaTDbQj7GX81KdWuPfe9kjkxdunex6wGkRrnFNavmgwD6,232087,232093,0,3622
2ow6YPNQPgAasnvchzhPmWrfqF8pGpkk8cE4aXGUiL294RVv1ddqj1omANcbrSjXvrB421py9ne8ZhK8QeRkdi1s,232087,232093,0,3588
fbSSjox7t7KLQ9U5738e2L9axWxVx4eZMVLZAA2PMsQAqePEMCqqWg2A1GetuKYwzgpKw7e14tZmJrBErG1YM6Q,232086,232093,0,3841
58A6EHie1gMWG4AZ2rnJMQpvAxXhCLZqj1ak29LPCa94PCAdoj3XP2UK6KwR4jByzazpod98QAqJFZPTs2cvgkRA,232087,232093,0,3641
4z6Lm1yXDcz3zvkhQtAGdtgoykUokVnGL9ChdW7rpETEU3kqkb31TcqYepWFiA9aQwryusMCf4GYCtYiXCsuCrvf,232086,232093,0,3908
2PumAiDme6S4TZVnxQKV7kQS6oBqYNdAVd9vXTfKqaHbroLzYPcwybWrrNMMo5MSivc7rwZzPAzYoWbRrdjLVtMC,232086,232093,0,3856
61SxUMTxkaSCs9BBJ36q4pB6kiKgD5v962kMmKrChvbWpkidU3NmKUkgRKcrnjy99R98VrTj8x4D4Tq8La8aTwhW,232084,232093,0,4823
5yNNLgVr9fDEKELRuw4dLqUnZxpcuzZCS6bUEoHMHByotVyTUSmA2T7rCyBQs7ePypa2oHUmHb7p3jpERS46226q,232084,232093,2,4875
2QEr7HnzVUdwCjh3EUAYj8z4U6FciydiCyKouKXZVX4aYCv5hiScCRRPTaDJ7Fs1epF39zjh3c6Aoupd229t6gX4,232085,232093,7,4611
2NTREh3hZzfSQxTFx1j9VjGsudbDHWVReGZLg3EptpiWQFJvyX1hk7bncEX4qW9c1FBXuPQsvaifhzgAnw3rQ2P3,232084,232093,3,4871
2rbvY6Em53zydVBAMTeJFXk9fwgsjZeBT4qLjBNPR4CbaJRNv7XMPjWXGzME1pnSMbc3Z95XhGp6yFdvTbHXN7aH,232084,232093,0,4747
5ySQ2FCxLjGKQ5Y1KU7wqQVmjW9ZSqkUAbgYpf6pnbvY2Dj3u2v5sv5z4LkQWr8iYEpJenSHT4LSNxYcHAhauBYe,232084,232093,0,4857
2gBm7fmhe98PhMkbBgnghrF1aD27JspfXrfpPHHDtVWeKN7wnw4CHUbPhorLBLeMQCQvaveMWf54sDxWuvTLqHjH,232084,232093,0,4778
3YewJ7mR7VWfSrW827SxSq4QmkV5bxEc7nq7rRojbrvERGBWFs7tS7XFAbQ5MJJAdYM28cMoaFUdGZGJWRAknAqE,232085,232093,6,4589
5ZXK1w9AwVAuhJySYnt1gzhvptmbj8dKwpq7PCDDSAQrkio8nFPGxgFjaD2isRjdsnryv9Y4RXgN3UQgmA5hsTnX,232084,232093,0,4750
3uMQdq64nbS1bLFhFTiJGTFwLkDQJ5REq6QtzGroKMQH5WDwmQrJ3VqfrhuJ7ZxPDGaTHZRgVLgiTYynCUNsbwot,232085,232093,0,4606
zX1CBw2YazVN26ctL96rPD7N1GHH85JkhvKtPbQBqQotHmc9ZJtjYA74Hf7cWBfSeYZcLT38ei4o5mXCsiKvWDx,232085,232093,0,4489
n8cXaxqb6D8YLiCyy1aZKP3wERMyQbH49QAD8oewBf3rGHmg9dUbsU7YsWQmRCEj28vf3F63BzvWpxU5BGBHqwB,232085,232093,0,4451
rgp1va1EQFGVucLN6BBCDZgYCa1FV53oTSBpXM42kdyMpqqshA2uCcU2pjxg2ArXzZMcooiyiL1CL3MQ3KGPqtY,232085,232093,0,4585
hQd8RqQDiBYa7f4NvKEjf7MmLWari3zNRv8LtFtTRBqWZE7TzRfNaUeCj3fBDsQ8mwfd3nSqg3PBjGVpH8crmAK,232084,232093,0,4758
4xVAphRtnss7imzWmrDeUv1N3GzYKkCGozq64xXasL2L9Bpcf83d6EDP1aVU9FoqBGWvbgWQG1oauhyUTEcMvEVz,232084,232093,1,4909
2vACZAcBPRCp2ehjKnKUJq4H4jbjmHXa4SRjwKnzj7SL9xYYXjDNPS7uEBCdZuMnojyQfWPYiSBoC9B4cy9WFRhK,232085,232093,6,4669
vH3SwFitUT2pkedmWt4r9y6NMPt8koReaZSAh4p6ZWzJnjVUsyT8iEJFAk3Wkg8oBBppouLfS2sFyfFCsyCL4TH,232084,232093,0,4825
5Dd6qjH9xcKFpdet2JyVC6VuckMPJPH6gFjFmurFmVyHMfPa1Mu1CugaoBFi6WxHckTBufYLhevBwdBuuqhfFpps,232085,232093,7,4499
4b6Ae7Z8fBiEGX9PMRFV6xv9GGXMHaEBg79jdnA33BXXkAz7KQn7vTBeYaa6K6VTWJQHGbDVTRsAVsMhj7oKRivV,232084,232093,0,4754
3xyhE93NFZ58KUhwBNE9omtf88XW3QGJsciXfokv62PesL7gr5T7sxwTEJ2gJQFCLx8QnyR84nVMz3nBJyjeAdj4,232085,232093,0,4452
2r1LDcrwEpHboZBTLwrsQpi5bp5U4HCBeE2X4JMnvER6EV36Jnb9wpkzJS9vToPQCxcvnuEKDeF6HV7Zq7HhX2Ak,232084,232093,0,4796
3PGgS9mWqy1BZpQUvPquYuGB7Aqnya2x5LWx6Db48ZL79Yd2qjrgJe7MDTHqZGsRoTyPgH88Q4bJQ2oZfbH6cvFd,232085,232093,0,4448
2W8EdX3eJ14SqgcUHCBBKLwrNRPMgsb1EYzexLdSnr51iXQ5dsXQYhq2GRvsGPjpNRy8dUbMvj8zmwHvAiy9bVaH,232085,232093,0,4399
3rHUSVhigVgSbH6RdAWnTgT3SdQKaKYserHBPeh8czv9yAngqBNoJg8hWi1kYLnXVW1dj19sRzMHCCrQYjzhs5ec,232084,232093,0,4724
AzWVj5nECDCuRXAJdDFL7CmWCrMRm4ratTwXLr7xgWWJ4D3tyFwNVqkEMWzqvK7RGmu9wwvQDf7gEiaToC5KNaq,232085,232093,0,4585
nZ6j1pUm7j9NN1iEhRvEEGv9KNdtgUaevA59txDLhXhELYNKwDrgUNqV6NVqqc48WRhAFK3uCzPHxQhYyx5T7gf,232084,232093,0,4726
jcbDR4RG9AFvFWCd2RFGHvWCV9iZHyM8TwJdQw593V2qqbQZEHAR8FgcUMz1G9B8PpD71mtjZ7QMgzNZt3nsEGr,232085,232093,0,4581
3NRULaehFSQmBCZPXM8qhgz5Vtw6yvQCQDnpKJmREufdMfXDxnWCzSr3bpR8AqMVehrudr3eJYzhUZmCaUB5agjX,232084,232093,0,4815
5pHsikEwgcXJuLTM59QBdxeUvVPWXTnQsc1XGL8rhpmXrQ9hvAU654bnMtNQ4M9cbko1c9Yash8Neuy8Kbjc4CTr,232084,232093,0,4749
